MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype
3480_10,0.284727437,0.440006007,0.277969665,2.110977624,3.603694248,0.16248686,0.127496621,2.71842619,0.148670972,0.871151825,0.445562397,0.233668719,0.313560595,0.165490314,0.762426791,0.699954948,1.37618261,2.029433849,0.309055414,0.429944436,0.226009911,0.282324673,0.125994894,0.660759874,2.228412675,1.135455774,0.177053612,0.178855684,0.567202283,0.128848175,0.33833909,1.767682835,0.26100015,0.433098063,0.341342544,0.633578615,0.50863493,0.328427692,0.494218351,0.334584772,0.259948941,0.355909296,0.297341943,0.173878044,0.695009056,0.151338297,1.895954921,0.259609579,0.290601731,1.359730328,0.113704971,0.137854699,0.173576172,0.112497484,0.132119139,0.160595693,0.1311129,0.113403099,0.22268062,0.112094989,0.437009459,0.282149326,1.348259207,2.001106863,0.144194003,1.006339304,0.80046287,0.204870195,0.13604347,0.108673777,0.112497484,0.126987321,0.39203059,0.103139465,0.150231435,0.145300865,1.683336687,Control
3480_11,0.286105616,0.449398874,0.272561254,2.087657891,3.665956475,0.141226602,0.124790747,2.731243342,0.147618323,0.919951301,0.446050829,0.218840359,0.32156445,0.193577842,0.770963324,0.706285193,1.366610866,2.048851012,0.3267387,0.407852686,0.220514381,0.294019175,0.138639476,0.715111855,2.257190686,1.143357175,0.205752549,0.179881297,0.60508294,0.128138792,0.34971846,1.776441942,0.263734591,0.435093593,0.379698676,0.642063613,0.517729417,0.345152945,0.518033785,0.318977325,0.267539187,0.365241211,0.308020088,0.173754557,0.683778858,0.148035642,1.922438234,0.303665452,0.299513973,1.425070879,0.118874038,0.145301742,0.178108546,0.112697448,0.147428109,0.146213042,0.13527744,0.110064804,0.230457675,0.109862292,0.462636695,0.280579182,1.398845687,2.059133252,0.146314297,0.991798299,0.819765087,0.211219117,0.136796274,0.118570271,0.112697448,0.129708384,0.371405427,0.104293236,0.158566221,0.152592143,1.604394492,Control
3480_12,0.284736686,0.442576614,0.270306456,2.063076465,3.623921452,0.153674502,0.121987504,2.687146683,0.147872657,0.921749479,0.440642666,0.205444808,0.321481702,0.160071407,0.758554002,0.699196668,1.337994644,2.109937519,0.313894674,0.436477239,0.226271943,0.281761381,0.132103541,0.731776257,2.228354656,1.129723297,0.169889914,0.195923832,0.555786968,0.121243677,0.337250818,1.742189824,0.262719429,0.428890211,0.352276108,0.620797382,0.503719131,0.339184766,0.483635823,0.318208866,0.307349003,0.350788456,0.289645939,0.16561782,0.705324143,0.145539906,1.887024273,0.252422335,0.307561682,1.505943462,0.119468585,0.142643093,0.162221556,0.116771551,0.158825292,0.14873639,0.14853661,0.125262212,0.228448706,0.109179902,0.478873239,0.290480471,1.411447408,2.053341325,0.149735291,1.002697033,0.852861852,0.218459694,0.137348916,0.121366497,0.116771551,0.129657377,0.379482569,0.108880232,0.161622216,0.143042653,1.585256218,Control
3480_13,0.267156863,0.391402715,0.255656109,1.868401207,3.049962293,0.135935143,0.116892911,2.45852187,0.136877828,0.868966817,0.38178733,0.192684766,0.301659125,0.152903469,0.703054299,0.617081448,1.214177979,2.168552036,0.31372549,0.371606335,0.239441931,0.263574661,0.138386124,0.638763198,1.867647059,1.0086727,0.16214178,0.154600302,0.509426848,0.131598793,0.319381599,1.492647059,0.266779789,0.431372549,0.377262443,0.624434389,0.518853695,0.322209653,0.480015083,0.312594268,0.307880845,0.354072398,0.35086727,0.151116625,0.643424318,0.142431762,1.962158809,0.246401985,0.280645161,1.135359801,0.100620347,0.141563275,0.166377171,0.101240695,0.13325062,0.152729529,0.131265509,0.105583127,0.222952854,0.108188586,0.446029777,0.29057072,1.270471464,1.845781638,0.144044665,0.985483871,0.800248139,0.213523573,0.147022333,0.114516129,0.101240695,0.133870968,0.345905707,0.105707196,0.162158809,0.132506203,1.503349876,Control
3480_14,0.252985075,0.395522388,0.248880597,1.847201493,3.084514925,0.137873134,0.107649254,2.266977612,0.136380597,0.868843284,0.389365672,0.18358209,0.300186567,0.146455224,0.692537313,0.605410448,1.205597015,2.077238806,0.337126866,0.364552239,0.204477612,0.28358209,0.153544776,0.574067164,1.881343284,0.984328358,0.153731343,0.147201493,0.535447761,0.128731343,0.31380597,1.448880597,0.261940299,0.434514925,0.371641791,0.630223881,0.537313433,0.324626866,0.498880597,0.3125,0.273880597,0.3625,0.361567164,0.146827795,0.612930514,0.136314199,1.905619335,0.817401813,0.281087613,1.194924471,0.105981873,0.143685801,0.159154079,0.099818731,0.135347432,0.140181269,0.130876133,0.104048338,0.216797583,0.100543807,0.450996979,0.289909366,1.277945619,1.819697885,0.143564955,0.933534743,0.807492447,0.218006042,0.133655589,0.114561934,0.099818731,0.134259819,0.338851964,0.112024169,0.165438066,0.17244713,1.42223565,Control
3480_15,0.253180896,0.390374332,0.250783699,1.819103817,3.046653144,0.14991702,0.137009036,2.256131293,0.153605016,0.852295777,0.37470035,0.178683386,0.303522036,0.151207819,0.689101973,0.612944864,1.175917389,2.014198783,0.29964964,0.334501199,0.201548958,0.263876083,0.130186244,0.497695003,1.896551724,0.978240826,0.186981376,0.15010142,0.465240642,0.120228656,0.296330444,1.45030426,0.262954084,0.43370828,0.370090356,0.615710861,0.526276968,0.328416006,0.497695003,0.311451226,0.273833671,0.355522773,0.369905956,0.143325243,0.614805825,0.141504854,1.829854369,0.214320388,0.279975728,1.235315534,0.102184466,0.147936893,0.15157767,0.107281553,0.145024272,0.13434466,0.13131068,0.112621359,0.213470874,0.095873786,0.469902913,0.294174757,1.311043689,1.858616505,0.149878641,0.989320388,0.820752427,0.215776699,0.137621359,0.111286408,0.107281553,0.154368932,0.344174757,0.10776699,0.166140777,0.144660194,1.410194175,Control
3484_1,2.480315709,2.48868391,0.437048307,3.126093572,6.003803728,0.20977558,0.18533663,3.153290224,0.236021301,4.497337391,3.289273488,0.307626474,0.396348421,0.289748954,1.056770635,0.706352225,2.008178014,2.150912895,0.463769494,0.912609357,2.133415747,0.421833397,0.191422594,2.062000761,4.027957398,2.475751236,0.300494485,0.363255991,0.905572461,0.178109547,0.450171168,3.197223279,0.353081019,0.45768353,0.322651198,0.772251807,0.568752377,0.456827691,0.585488779,0.386268543,0.331875238,0.465100799,0.24524534,0.230284261,1.315507134,0.218172768,1.335637651,0.338734653,0.442373631,1.364616746,0.147494746,0.183054972,0.213140139,0.114036058,0.155513771,0.182612543,0.357150758,0.143457582,0.251576153,0.149264462,0.471076208,0.278121889,1.423459794,2.060833979,0.132507466,1.08776684,1.119898241,0.20351731,0.117520186,0.109611769,0.114036058,0.11055193,0.540592855,NA,0.136710541,NA,2.009125097,Control
3484_2,2.023023578,2.519463708,0.426259824,3.029588534,5.832085067,0.202773925,0.179935275,3.022098937,0.234304207,4.29912159,2.727508091,0.29579288,0.379935275,0.27739251,1.047434119,0.698936662,1.960332871,2.101155802,0.457050393,0.873046694,1.910772076,0.411465557,0.190568655,1.960702728,3.992140546,2.437725381,0.283217753,0.345631068,0.892556634,0.171798428,0.429311142,3.112159038,0.338881184,0.444105409,0.320018493,0.747850208,0.564401294,0.438002774,0.577808599,0.371151179,0.31752196,0.447619048,0.242903375,0.226420268,1.305165606,0.212162755,1.246216275,0.336093442,0.441270015,1.206953279,0.143781531,0.179041456,0.208598377,0.110111867,0.149594209,0.181454266,0.359618337,0.128043431,0.265080061,0.152555385,0.461340206,0.272044308,1.419554727,2.11022154,0.12595964,0.884075455,1.150855451,0.201853477,0.116692257,0.104792718,0.110111867,0.106492652,0.516725159,NA,0.127714411,NA,2.038111428,Control
3484_3,2.335802241,2.539024164,0.424497732,2.983149708,5.843903342,0.20312934,0.177390982,3.019442644,0.243125637,4.857976113,2.91639663,0.296454032,0.368854736,0.278400148,1.06610499,0.696046662,1.949263957,2.262660865,0.464494028,0.887788168,1.940375891,0.422553467,0.189334321,1.911582261,4.061290621,2.440144431,0.284695861,0.350430516,0.914637534,0.173965374,0.436626238,3.137579854,0.341449866,0.446069808,0.344597722,0.759466716,0.560781409,0.433570966,0.59188964,0.395796685,0.314044996,0.445143968,0.243681141,0.233046642,1.303285919,0.213639872,1.243907818,0.352133642,0.450490683,1.216175984,0.141746609,0.178575367,0.213419341,0.112801852,0.154427169,0.18844415,0.360403573,0.130775168,0.24760172,0.166060205,0.478443048,0.294409527,1.440897563,2.19687948,0.136453854,0.876667769,1.204598081,0.204267284,0.114400706,0.106516705,0.112801852,0.110651671,0.52343147,NA,0.136288455,NA,2.051218436,Control
3484_4,2.109390486,1.913652131,0.396927651,2.827675917,5.305004955,0.214444995,0.183721506,3.133052527,0.208870168,3.711843409,2.806863231,0.305252725,0.374628345,0.28468781,0.951065411,0.62326561,1.795465808,2.013999009,0.50024777,0.766848365,1.823711596,0.401387512,0.192517344,1.535059465,3.435084242,2.127601586,0.298934589,0.332507433,0.842046581,0.171333003,0.420837463,2.896308226,0.334985134,0.441650149,0.320738355,0.732160555,0.559960357,0.419598612,0.562685828,0.368434093,0.330649158,0.434093162,0.32185332,0.206026232,1.176745835,0.194186459,1.458986175,0.322155264,0.388231124,1.232754342,0.133073378,0.175895073,0.206168026,0.109252038,0.143424318,0.171074087,0.330237504,0.125983694,0.233888692,0.131159163,0.406097129,0.267281106,1.2516838,2.073520028,0.121304502,0.887132223,1.092236795,0.194470046,0.121020915,0.120382843,0.109252038,0.106345268,0.478270117,NA,0.143707905,NA,1.9707905,Control
3484_5,2.017503896,2.003237022,0.382448148,2.713343724,5.243735763,0.211605323,0.174439516,3.14878312,0.217360029,3.718259202,2.681932622,0.289893298,0.357750869,0.272509291,0.890300923,0.606042441,1.759261479,1.958638053,0.488070975,0.748711186,1.583263398,0.395516125,0.187747273,1.439155977,3.420573073,2.177077089,0.278623666,0.325620429,0.819805779,0.16856492,0.402709507,2.762498501,0.323102745,0.426447668,0.320585062,0.695839827,0.537345642,0.389761419,0.547776046,0.356432082,0.311593334,0.415058147,0.307996643,0.208315288,1.221163563,0.192363216,1.45185506,0.319979789,0.375342861,1.151436408,0.138082864,0.174678793,0.205355854,0.107044897,0.144362639,0.185145084,0.353616284,0.12306915,0.239281074,0.138732496,0.430994659,0.257182041,1.27955825,2.098310957,0.121842067,0.892594197,1.116428468,0.201458063,0.129132381,0.117005919,0.107044897,0.109499062,0.470838747,NA,0.136927963,NA,2.074491122,Control
3484_6,2.017304297,2.072160094,0.370335491,2.637551501,5.015773985,0.206474397,0.176692172,3.075691583,0.217775162,3.989405533,2.33184226,0.282048264,0.346674514,0.264390818,0.884873455,0.612124779,1.680988817,1.995173632,0.483931725,0.741259564,1.754326074,0.395644497,0.179635079,1.379752796,3.337610359,2.170217775,0.273337257,0.319599765,0.809652737,0.166804002,0.404708652,2.79234844,0.321836374,0.414832254,0.32772219,0.700412007,0.532666274,0.374690995,0.546674514,0.366450853,0.304414361,0.409535021,0.294997057,0.204261364,1.189488636,0.186647727,1.418110795,0.327698864,0.372940341,1.125071023,0.133735795,0.179190341,0.208522727,0.108948864,0.139275568,0.172017045,0.345667614,0.123650568,0.224360795,0.148863636,0.452982955,0.275497159,1.307954545,2.161221591,0.136150568,0.830752841,1.146377841,0.202414773,0.124715909,0.110369318,0.108948864,0.108948864,0.469460227,NA,0.150710227,NA,2.028409091,Control
3484_7,1.539047619,1.635396825,0.354444444,2.462857143,4.676666667,0.215873016,0.184603175,2.756666667,0.195396825,3.531428571,2.487777778,0.292698413,0.351269841,0.267142857,0.854603175,0.542063492,1.761904762,1.785873016,0.499047619,0.664444444,1.70952381,0.386507937,0.190793651,1.169047619,2.89047619,2.146825397,0.286825397,0.298888889,0.764444444,0.17047619,0.383015873,2.416031746,0.342063492,0.398888889,0.305396825,0.667936508,0.537142857,0.350952381,0.527936508,0.336190476,0.31015873,0.387301587,0.340634921,0.180321771,1.001580954,0.192969404,1.598158653,0.327536501,0.343160048,1.090300381,0.127406305,0.175764903,0.200223194,0.104807961,0.140983911,0.161908305,0.289500604,0.1241514,0.218543662,0.116990607,0.3896587,0.258346508,1.142378871,2.063517158,0.135590068,0.894355064,1.017390496,0.190551474,0.148702688,0.134009114,0.104807961,0.112247745,0.483771971,NA,0.165442202,NA,1.996931089,Control
3484_8,1.717857143,1.699689441,0.345962733,2.447981366,4.342391304,0.218012422,0.178571429,2.754968944,0.195652174,3.261956522,2.467236025,0.277018634,0.330900621,0.26552795,0.801552795,0.538354037,1.585559006,1.789906832,0.489440994,0.66878882,1.662267081,0.380745342,0.195807453,1.143944099,2.838354037,2.064285714,0.262888199,0.321273292,0.749689441,0.174223602,0.370652174,2.372204969,0.291614907,0.390062112,0.282142857,0.646118012,0.529503106,0.330590062,0.544254658,0.332763975,0.294409938,0.36863354,0.333385093,0.182873187,0.989143659,0.186055218,1.595975667,0.31913898,0.349929808,0.995694899,0.12681329,0.166307908,0.196350023,0.101731399,0.143097801,0.175854001,0.301357043,0.122601778,0.225362658,0.125596631,0.384277024,0.264295742,1.169115583,2.05577913,0.15414132,1.070472625,1.057182967,0.185212915,0.153205428,0.132147871,0.101731399,0.113430042,0.463827796,NA,0.178287319,NA,1.963313056,Control
3484_9,1.773210693,1.498850244,0.317620006,2.214141995,4.144150618,0.201350963,0.171026157,2.516096579,0.186404139,3.11713136,2.331848232,0.256108077,0.304972693,0.242454728,0.778672032,0.49726933,1.395803392,1.729663696,0.457171601,0.614113251,1.575165277,0.35901121,0.181805116,1.030468525,2.622736419,1.939781546,0.246910032,0.268755389,0.712561081,0.161109514,0.34032768,2.187410175,0.280252946,0.37237712,0.275079046,0.6063524,0.484622018,0.317763725,0.473124461,0.3190572,0.267893073,0.345357861,0.318626042,0.178541492,1.022725156,0.177703269,1.580236565,0.339852845,0.342367514,0.981559095,0.125640309,0.176213095,0.197354941,0.105150414,0.138120518,0.164477973,0.297569153,0.130297103,0.226133929,0.13830679,0.400391171,0.272795008,1.198751979,2.147154699,0.156282015,0.854335475,1.115861041,0.194840272,0.140355779,0.125360902,0.105150414,0.113066965,0.474620471,NA,0.161497625,NA,2.027102543,Control
3484_10,1.575491426,1.997281472,0.373902133,2.683814304,5.036386449,0.257005437,0.210999582,2.852990381,0.210790464,4.098076119,2.570054371,0.313885404,0.357800084,0.314512756,0.896486826,0.576118779,1.765370138,2.158092848,0.535968214,0.696361355,1.881639481,0.423253869,0.223337516,1.175867838,2.815767461,2.300711,0.290046006,0.335842744,0.82517775,0.206817231,0.407988289,2.479506483,0.347344207,0.419071518,0.333333333,0.706398996,0.589293183,0.403805939,0.560016729,0.377457131,0.360100376,0.407570054,0.378920954,0.177055201,0.72766555,0.158150589,1.477476504,0.288214324,0.276331425,1.013503295,0.100464513,0.175110727,0.193799287,0.090310036,0.114832019,0.133304526,0.160959274,0.122069785,0.186561521,0.099600302,0.284001296,0.227071405,0.91573944,1.91692773,0.140434266,0.877930215,0.939613266,0.21032732,0.148968348,0.131360052,0.090310036,0.147239927,0.398509236,NA,0.178675597,NA,1.558172194,Control
3484_11,1.909072821,1.615996817,0.357739753,2.516713092,4.499801035,0.231794668,0.181456427,2.633306805,0.206526064,3.803422205,2.533824115,0.295065659,0.339235973,0.335256665,0.861122165,0.552725826,1.627138878,2.115200955,0.506963788,0.655590927,1.590529248,0.394349383,0.198567449,1.125945086,2.703939515,2.058097891,0.285316355,0.289096697,0.776362913,0.188022284,0.368682849,2.274572224,0.321727019,0.389574214,0.284122563,0.647831277,0.551333068,0.366693195,0.522483088,0.356545961,0.3143653,0.385992837,0.359530442,0.1737042,0.753351206,0.159852547,1.543677391,0.303172475,0.316689008,1.128686327,0.110813226,0.190460232,0.201519214,0.095174263,0.123436104,0.131478999,0.177949062,0.138293119,0.189789991,0.107238606,0.296246649,0.244414656,0.971291332,1.981680071,0.133266309,0.885835567,0.972520107,0.226094727,0.149463807,0.129468275,0.095174263,0.144995532,0.405384272,NA,0.164097408,NA,1.672922252,Control
3484_12,1.875890736,1.954473476,0.359857482,2.537608868,4.538796516,0.232581156,0.188044339,2.62925574,0.211599367,3.4101346,2.441607284,0.296516231,0.346001584,0.339667458,0.856888361,0.591646873,1.588875693,2.173594616,0.516231196,0.681314331,1.768804434,0.408551069,0.204671417,1.127078385,2.664687253,2.126286619,0.288400633,0.291963579,0.781868567,0.188638163,0.374505146,2.322842439,0.323238321,0.411322249,0.297307997,0.639350752,0.551860649,0.366389549,0.508313539,0.392319873,0.322248614,0.381433096,0.337688044,0.17211329,0.727783511,0.160532049,1.578832703,0.29916294,0.338722624,1.007338608,0.114780415,0.184726522,0.198945075,0.095172572,0.129572297,0.135534916,0.190230478,0.133012269,0.193555785,0.105951152,0.30455223,0.235294118,0.991400069,1.993120055,0.133241601,0.914230019,1.002522646,0.219011581,0.156633414,0.142758858,0.095172572,0.137369568,0.419676643,NA,0.174635936,NA,1.742002064,Control
3484_13,2.516367377,2.419004863,0.443789749,3.075102881,5.867564534,0.187803966,0.175271231,2.104470632,0.226056865,4.687897493,3.566685372,0.300785634,0.349794239,0.271043771,1.060231949,0.718574635,1.958380097,2.156191545,0.401421624,0.897399925,1.999251777,0.400953984,0.18761691,2.133090161,3.943696221,2.281144781,0.279461279,0.349420127,0.904320988,0.172933034,0.44332211,3.016647961,0.34885896,0.439393939,0.337355032,0.72409278,0.547792742,0.479236813,0.615413393,0.401047512,0.349794239,0.490460157,0.200523756,0.163232264,0.671474831,0.164704151,1.551221666,0.294818958,0.279805711,1.039593759,0.096114218,0.185899323,0.181925228,0.094053577,0.122755372,0.136443921,0.168383868,0.137474242,0.175007359,0.10612305,0.357668531,0.244627613,1.055048572,1.909184575,0.150721225,1.018840153,0.914924934,0.222549308,0.186635266,0.188107153,0.094053577,0.137474242,0.453782749,NA,0.211510156,NA,1.52708272,Control
3484_14,2.201831398,2.602662135,0.440290758,3.037571981,5.931652978,0.181912584,0.177192486,2.105446993,0.221939016,4.942603606,0.687529501,0.305390352,0.353818559,0.265835929,1.057018786,0.727178325,1.965071273,2.236854527,0.408005287,0.888322477,2.088832248,0.415557444,0.184461437,2.10818465,3.940526763,2.368356462,0.278768998,0.375059001,0.906636458,0.170867554,0.446332484,3.052581894,0.341451902,0.453979043,0.324270745,0.711696403,0.556688379,0.454167847,0.631360332,0.404984424,0.342490324,0.48267724,0.209477957,0.156503765,0.679019637,0.175549978,1.612579359,0.293075447,0.305625277,1.052856932,0.111619666,0.204045475,0.213347114,0.099512771,0.134504651,0.128598848,0.170677691,0.138491067,0.17968404,0.099069836,0.375166101,0.255130666,1.054776318,1.978148531,0.146611546,0.971209213,0.941827846,0.224863428,0.202864314,0.164476598,0.099512771,0.135538166,0.431566514,NA,0.208770117,NA,1.665583936,Control
3484_15,2.459948081,2.580103838,0.445206749,3.006304469,5.834414982,0.186538105,0.175319859,2.099017245,0.219543853,4.334878546,3.064528092,0.293992212,0.362599666,0.264045986,1.051548303,0.708140182,1.945114037,2.270257742,0.403393288,0.904042277,1.995457074,0.406267384,0.185796403,2.072223252,3.903486,2.323011311,0.27322455,0.376877434,0.897737808,0.170591508,0.429723716,3.07315038,0.333395142,0.449471537,0.318097534,0.70072316,0.543667717,0.438346004,0.592063786,0.400055628,0.331540886,0.463471166,0.197200074,0.166173032,0.688542479,0.175370226,1.750428683,0.288698363,0.332969602,1.009664848,0.114886984,0.195323461,0.19563523,0.105533905,0.139360873,0.136399065,0.185658613,0.143569758,0.194699922,0.108028059,0.420420889,0.284333593,1.135307872,1.969290725,0.15604053,1.101948558,0.975058457,0.206235386,0.2,0.189867498,0.105533905,0.167420109,0.452533125,NA,0.22416212,NA,1.77817615,Control
3497_1,0.778333784,1.079118204,0.497159859,3.757641331,8.482553422,0.234514471,0.205572085,2.877332973,0.263727346,2.805923722,1.240059508,0.396267244,0.401677035,0.311874493,1.408168786,1.053421693,2.723965377,2.167838788,0.436840682,1.182174736,0.661617528,0.510954828,0.207195023,2.802948336,5.198404111,1.847308629,0.310927779,0.338652962,1.001622938,0.182309981,0.543413579,3.680551799,0.403299973,0.546659454,0.399107384,1.078036246,0.894779551,0.700838518,0.82648093,0.631052204,0.467811739,0.697186908,0.246821747,0.269288352,1.143826729,0.158698473,0.636889909,0.301577004,0.356971754,1.581295538,0.101557042,0.188092624,0.189390159,0.114083242,0.134095219,0.170476095,0.204261902,0.132148917,0.266094421,0.153508334,0.373689989,0.249925142,1.680107795,1.854027348,0.133346641,0.832118974,0.684948598,0.193232858,0.130452141,0.149565825,0.114083242,0.137588582,0.484529394,0.107645474,0.152061084,0.157750274,1.363659048,Control
3497_2,0.538505474,0.762113279,0.340028558,2.588005712,5.944788196,0.161351737,0.141932413,1.988481675,0.182674917,1.758115183,0.846549262,0.278248453,0.275202285,0.212470252,0.978105664,0.72118039,1.897382199,1.449309852,0.311470728,0.827225131,0.455402189,0.340409329,0.141170871,1.860352213,3.613612565,1.322798667,0.208376963,0.237029986,0.696811042,0.126225607,0.368586387,2.561066159,0.273108044,0.382389338,0.271013803,0.740504522,0.549452642,0.468443598,0.557258448,0.445026178,0.320704426,0.464445502,0.176868158,0.252410433,1.035572922,0.162488582,0.617324673,0.279661017,0.433725769,1.356033695,0.088247234,0.175885517,0.187607835,0.116867959,0.143814067,0.166497513,0.205013701,0.129351467,0.260225312,0.143560337,0.366385872,0.248401502,1.614178423,1.886785751,0.126560438,0.842433777,0.678270577,0.187506343,0.124175378,0.13295443,0.116867959,0.129960418,0.429919821,0.104739673,0.148025982,0.134223079,1.294631077,Control
3497_3,0.636917769,0.902702703,0.401265095,3.083381254,7.120759057,0.201725129,0.171362852,2.424841863,0.216676251,2.000690052,1.038182864,0.353421507,0.334675101,0.252788959,1.185278896,0.894882116,2.295687177,1.76906268,0.397699827,1.015411156,0.530419781,0.404830362,0.173548016,2.259229442,4.20506038,1.590684301,0.250373778,0.289361702,0.840023002,0.154456584,0.440943071,3.095802185,0.334445083,0.464864865,0.332949971,0.902242668,0.622426682,0.536745256,0.663714779,0.528924669,0.376998275,0.538010351,0.1933295,0.250553039,1.073264511,0.166438428,0.643948172,0.282576635,0.490940693,1.380174866,0.08674813,0.172232171,0.19235226,0.117296956,0.141103971,0.168123881,0.210207521,0.132097335,0.257874223,0.145212262,0.418782261,0.264563362,1.619719794,1.958969767,0.138470452,0.906352049,0.729168861,0.196776572,0.118508375,0.116138207,0.117296956,0.129990519,0.451595913,0.100811124,0.152375435,0.128884441,1.531549563,Control
3497_4,0.67364921,0.91837074,0.454197839,3.337822111,7.031753948,0.234746467,0.196342477,3.079467997,0.230091438,2.392186201,1.026101413,0.380216126,0.373732336,0.297090607,1.24472153,0.895428096,2.375228595,2.022277639,0.44472153,1.036575229,0.62560266,0.478969244,0.204488778,2.006982544,4.391687448,1.716541978,0.295428096,0.349792186,0.885453034,0.175561097,0.481961762,3.132169576,0.377057357,0.527514547,0.398171239,0.98886118,0.836575229,0.614962594,0.772901081,0.595677473,0.453699086,0.632585204,0.238736492,0.238427435,1.15132351,0.153866215,0.686856174,0.295279697,0.328921633,1.479462772,0.098252706,0.181249185,0.186464989,0.108684313,0.127200417,0.146694484,0.176033381,0.129808319,0.257856305,0.145064546,0.360542444,0.227800235,1.540813665,1.808058417,0.126222454,0.91915504,0.667362107,0.193767114,0.130069109,0.123158169,0.108684313,0.135350111,0.436041205,0.110575042,0.159799192,0.152431869,1.27793715,Control
3497_5,0.510385757,0.678288823,0.320351137,2.408877349,5.221933729,0.177299703,0.145895153,2.303165183,0.170128586,1.711300692,0.764713155,0.275346192,0.273367953,0.210806133,0.904302671,0.646513353,1.745919881,1.383778437,0.337908012,0.739490603,0.444238378,0.335311573,0.149727992,1.487388724,3.21884273,1.268051434,0.215751731,0.24950544,0.65677547,0.130192878,0.356701286,2.363254204,0.275964392,0.396018793,0.299579624,0.716369931,0.554772502,0.4365727,0.56231454,0.43620178,0.320227498,0.450049456,0.174703264,0.23532533,1.057637461,0.158585926,0.681435299,0.275320024,0.401870399,1.222192744,0.086025071,0.173177688,0.183988857,0.109305565,0.135438084,0.156927771,0.171121576,0.128407508,0.243881409,0.133116668,0.356039,0.234131459,1.486767925,1.834980434,0.138555416,0.896796445,0.690455661,0.186243948,0.125024872,0.117662665,0.109305565,0.128142203,0.440803873,0.12157591,0.148703323,0.145121709,1.348345162,Control
3497_6,0.610415394,0.852015883,0.385155773,2.951893708,6.465180208,0.21212584,0.181124007,2.795204643,0.209224191,1.973579719,0.950061087,0.346670739,0.335064142,0.265729994,1.118509469,0.816432498,2.163408674,1.709835064,0.440592547,0.933567502,0.519700672,0.421655467,0.184178375,1.826511912,3.916157605,1.569639585,0.263133781,0.28313989,0.812309102,0.159285278,0.442883323,2.902107514,0.342089188,0.49618204,0.381032376,0.879047037,0.635308491,0.515271839,0.663714111,0.546579108,0.393402566,0.536499695,0.221136225,0.230439807,1.046767725,0.166949901,0.680375229,0.277411461,0.446060771,1.207259874,0.085106383,0.170756577,0.183876011,0.107402624,0.14261437,0.164026919,0.19951057,0.13071851,0.242607573,0.136632452,0.400584597,0.247773775,1.599891238,1.882264972,0.146760927,1.007545374,0.735232139,0.198286996,0.123988852,0.117463123,0.107402624,0.130174699,0.401740194,0.102508327,0.155665828,0.134933043,1.42505608,Control
3497_7,0.58985536,0.803843868,0.376263127,2.986922925,5.807410343,0.233207846,0.19239152,2.740439865,0.208044383,2.222310283,0.884089558,0.345155538,0.351694076,0.273826035,1.122052705,0.773726967,2.05726174,1.830394294,0.437883891,0.870021795,0.463641767,0.447592629,0.20586487,1.59144046,3.626708936,1.523281157,0.274420448,0.285714286,0.768773529,0.195363582,0.450762829,2.685753913,0.363186051,0.521894195,0.418862691,0.941351298,0.828016644,0.555973846,0.724787002,0.572221121,0.434515554,0.59698831,0.242916584,0.2335708,0.995837669,0.15792844,0.682622268,0.295525494,0.300008004,1.432802369,0.089730249,0.188825742,0.177059153,0.116064996,0.125990555,0.144400864,0.167453774,0.13951813,0.240134475,0.127431362,0.32962459,0.230849276,1.444008645,1.790762827,0.134635396,0.985511887,0.685984151,0.196430001,0.140638758,0.142799968,0.116064996,0.142799968,0.398623229,0.116705355,0.167773953,0.179460498,1.205555111,Control
