"","ID","Sample","Assay","SampleName","Type","rConc","AssayName","Value","Quality","Call","Threshold","Plate"
"1232","S078-A08","S078","A08","9900039122","Unknown",1,"N1",19.3609221147666,0.973935833388235,"Pass",0.033418851518901,"Plate1"
"1233","S078-A09","S078","A09","9900039122","Unknown",1,"N1",19.2312705189277,0.955984057665711,"Pass",0.033418851518901,"Plate1"
"1234","S078-A10","S078","A10","9900039122","Unknown",1,"N2",21.5458122147242,0.947367914893454,"Pass",0.033418851518901,"Plate1"
"1235","S078-A11","S078","A11","9900039122","Unknown",1,"N2",21.8372213885354,0.979085541471261,"Pass",0.033418851518901,"Plate1"
"1236","S078-A12","S078","A12","9900039122","Unknown",1,"N2",21.7166895161928,0.978486470227229,"Pass",0.033418851518901,"Plate1"
"1237","S078-A13","S078","A13","9900039122","Unknown",1,"N2",21.9702975754298,1,"Pass",0.033418851518901,"Plate1"
"1238","S078-A14","S078","A14","9900039122","Unknown",1,"N2",21.9913460824862,0.990266366511838,"Pass",0.033418851518901,"Plate1"
"1239","S078-A15","S078","A15","9900039122","Unknown",1,"N2",21.3756738965011,0.926260257981599,"Pass",0.033418851518901,"Plate1"
"1240","S078-A16","S078","A16","9900039122","Unknown",1,"N2",22.0422741132552,0.877918845030967,"Pass",0.033418851518901,"Plate1"
"1241","S078-A17","S078","A17","9900039122","Unknown",1,"N2",21.979592101032,1,"Pass",0.033418851518901,"Plate1"
"1242","S078-A18","S078","A18","9900039122","Unknown",1,"N2",21.7821272400431,0.989733160739425,"Pass",0.033418851518901,"Plate1"
"1243","S078-A19","S078","A19","9900039122","Unknown",1,"RP",10.7457881642105,0.993999169416965,"Pass",0.033418851518901,"Plate1"
"1244","S078-A20","S078","A20","9900039122","Unknown",1,"RP",10.7387983920006,0.988073716691127,"Pass",0.033418851518901,"Plate1"
"1245","S078-A21","S078","A21","9900039122","Unknown",1,"RP",10.7658379097726,0.984513999581696,"Pass",0.033418851518901,"Plate1"
"1246","S078-A22","S078","A22","9900039122","Unknown",1,"RP",10.7599866176018,0.986729273044509,"Pass",0.033418851518901,"Plate1"
"1247","S078-A23","S078","A23","9900039122","Unknown",1,"RP",10.7141401827007,0.977568900901271,"Pass",0.033418851518901,"Plate1"
"1248","S078-A24","S078","A24","9900039122","Unknown",1,"RP",10.7106394416641,0.978062550090745,"Pass",0.033418851518901,"Plate1"
"1249","S085-A01","S085","A01","9900039292","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1250","S085-A02","S085","A02","9900039292","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1251","S085-A03","S085","A03","9900039292","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1252","S085-A04","S085","A04","9900039292","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1253","S085-A05","S085","A05","9900039292","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1254","S085-A06","S085","A06","9900039292","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1255","S085-A07","S085","A07","9900039292","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1256","S085-A08","S085","A08","9900039292","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1257","S085-A09","S085","A09","9900039292","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1258","S085-A10","S085","A10","9900039292","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1259","S085-A11","S085","A11","9900039292","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1260","S085-A12","S085","A12","9900039292","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1261","S085-A13","S085","A13","9900039292","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1262","S085-A14","S085","A14","9900039292","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1263","S085-A15","S085","A15","9900039292","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1264","S085-A16","S085","A16","9900039292","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1265","S085-A17","S085","A17","9900039292","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1266","S085-A18","S085","A18","9900039292","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1267","S085-A19","S085","A19","9900039292","Unknown",1,"RP",9.89750759899542,1,"Pass",0.033418851518901,"Plate1"
"1268","S085-A20","S085","A20","9900039292","Unknown",1,"RP",9.93415530520944,1,"Pass",0.033418851518901,"Plate1"
"1269","S085-A21","S085","A21","9900039292","Unknown",1,"RP",9.90010704093139,0.999890047855156,"Pass",0.033418851518901,"Plate1"
"1270","S085-A22","S085","A22","9900039292","Unknown",1,"RP",9.84328242441788,0.995003069192029,"Pass",0.033418851518901,"Plate1"
"1271","S085-A23","S085","A23","9900039292","Unknown",1,"RP",9.89625452110571,1,"Pass",0.033418851518901,"Plate1"
"1272","S085-A24","S085","A24","9900039292","Unknown",1,"RP",9.90355927537873,1,"Pass",0.033418851518901,"Plate1"
"1273","S086-A01","S086","A01","9900039385","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1274","S086-A02","S086","A02","9900039385","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1275","S086-A03","S086","A03","9900039385","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1276","S086-A04","S086","A04","9900039385","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1277","S086-A05","S086","A05","9900039385","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1278","S086-A06","S086","A06","9900039385","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1279","S086-A07","S086","A07","9900039385","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1280","S086-A08","S086","A08","9900039385","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1281","S086-A09","S086","A09","9900039385","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1282","S086-A10","S086","A10","9900039385","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1283","S086-A11","S086","A11","9900039385","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1284","S086-A12","S086","A12","9900039385","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1285","S086-A13","S086","A13","9900039385","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1286","S086-A14","S086","A14","9900039385","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1287","S086-A15","S086","A15","9900039385","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1288","S086-A16","S086","A16","9900039385","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1289","S086-A17","S086","A17","9900039385","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1290","S086-A18","S086","A18","9900039385","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1291","S086-A19","S086","A19","9900039385","Unknown",1,"RP",9.27186556873441,0.953337805330145,"Pass",0.033418851518901,"Plate1"
"1292","S086-A20","S086","A20","9900039385","Unknown",1,"RP",9.35365767956496,0.959797136119347,"Pass",0.033418851518901,"Plate1"
"1293","S086-A21","S086","A21","9900039385","Unknown",1,"RP",9.37412102081475,0.970744805185881,"Pass",0.033418851518901,"Plate1"
"1294","S086-A22","S086","A22","9900039385","Unknown",1,"RP",9.33384913845325,0.964455082707059,"Pass",0.033418851518901,"Plate1"
"1295","S086-A23","S086","A23","9900039385","Unknown",1,"RP",9.34977594512275,0.959367889676767,"Pass",0.033418851518901,"Plate1"
"1296","S086-A24","S086","A24","9900039385","Unknown",1,"RP",9.35767183190398,0.970144997618417,"Pass",0.033418851518901,"Plate1"
"1297","S087-A01","S087","A01","9900039328","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1298","S087-A02","S087","A02","9900039328","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1299","S087-A03","S087","A03","9900039328","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1300","S087-A04","S087","A04","9900039328","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1301","S087-A05","S087","A05","9900039328","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1302","S087-A06","S087","A06","9900039328","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1303","S087-A07","S087","A07","9900039328","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1304","S087-A08","S087","A08","9900039328","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1305","S087-A09","S087","A09","9900039328","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1306","S087-A10","S087","A10","9900039328","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1307","S087-A11","S087","A11","9900039328","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1308","S087-A12","S087","A12","9900039328","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1309","S087-A13","S087","A13","9900039328","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1310","S087-A14","S087","A14","9900039328","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1311","S087-A15","S087","A15","9900039328","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1312","S087-A16","S087","A16","9900039328","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1313","S087-A17","S087","A17","9900039328","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1314","S087-A18","S087","A18","9900039328","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1315","S087-A19","S087","A19","9900039328","Unknown",1,"RP",12.2563913100394,0.903882389224384,"Pass",0.033418851518901,"Plate1"
"1316","S087-A20","S087","A20","9900039328","Unknown",1,"RP",12.4767542842106,0.92739171332936,"Pass",0.033418851518901,"Plate1"
"1317","S087-A21","S087","A21","9900039328","Unknown",1,"RP",12.3524090662388,0.916134303512128,"Pass",0.033418851518901,"Plate1"
"1318","S087-A22","S087","A22","9900039328","Unknown",1,"RP",12.2524786596075,0.904418417518846,"Pass",0.033418851518901,"Plate1"
"1319","S087-A23","S087","A23","9900039328","Unknown",1,"RP",12.4332514005892,0.921560880812804,"Pass",0.033418851518901,"Plate1"
"1320","S087-A24","S087","A24","9900039328","Unknown",1,"RP",12.4069317170432,0.927092108616052,"Pass",0.033418851518901,"Plate1"
"1321","S088-A01","S088","A01","9900039289","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1322","S088-A02","S088","A02","9900039289","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1323","S088-A03","S088","A03","9900039289","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1324","S088-A04","S088","A04","9900039289","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1325","S088-A05","S088","A05","9900039289","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1326","S088-A06","S088","A06","9900039289","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1327","S088-A07","S088","A07","9900039289","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1328","S088-A08","S088","A08","9900039289","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1329","S088-A09","S088","A09","9900039289","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1330","S088-A10","S088","A10","9900039289","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1331","S088-A11","S088","A11","9900039289","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1332","S088-A12","S088","A12","9900039289","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1333","S088-A13","S088","A13","9900039289","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1334","S088-A14","S088","A14","9900039289","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1335","S088-A15","S088","A15","9900039289","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1336","S088-A16","S088","A16","9900039289","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1337","S088-A17","S088","A17","9900039289","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1338","S088-A18","S088","A18","9900039289","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1339","S088-A19","S088","A19","9900039289","Unknown",1,"RP",8.74609602064227,0.993156995937159,"Pass",0.033418851518901,"Plate1"
"1340","S088-A20","S088","A20","9900039289","Unknown",1,"RP",8.8472988667977,0.990819203303746,"Pass",0.033418851518901,"Plate1"
"1341","S088-A21","S088","A21","9900039289","Unknown",1,"RP",8.78260970003558,0.99588161733838,"Pass",0.033418851518901,"Plate1"
"1342","S088-A22","S088","A22","9900039289","Unknown",1,"RP",8.78074477126993,0.989892625393346,"Pass",0.033418851518901,"Plate1"
"1343","S088-A23","S088","A23","9900039289","Unknown",1,"RP",8.85238149369385,0.999485052896095,"Pass",0.033418851518901,"Plate1"
"1344","S088-A24","S088","A24","9900039289","Unknown",1,"RP",8.81089464563767,0.993641059176828,"Pass",0.033418851518901,"Plate1"
"1345","S089-A01","S089","A01","9900039162","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1346","S089-A02","S089","A02","9900039162","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1347","S089-A03","S089","A03","9900039162","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1348","S089-A04","S089","A04","9900039162","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1349","S089-A05","S089","A05","9900039162","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1350","S089-A06","S089","A06","9900039162","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1351","S089-A07","S089","A07","9900039162","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1352","S089-A08","S089","A08","9900039162","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1353","S089-A09","S089","A09","9900039162","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate1"
"1354","S089-A10","S089","A10","9900039162","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1355","S089-A11","S089","A11","9900039162","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1356","S089-A12","S089","A12","9900039162","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1357","S089-A13","S089","A13","9900039162","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1358","S089-A14","S089","A14","9900039162","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1359","S089-A15","S089","A15","9900039162","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1360","S089-A16","S089","A16","9900039162","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1361","S089-A17","S089","A17","9900039162","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1362","S089-A18","S089","A18","9900039162","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate1"
"1363","S089-A19","S089","A19","9900039162","Unknown",1,"RP",11.8486813390087,0.990374499575569,"Pass",0.033418851518901,"Plate1"
"1364","S089-A20","S089","A20","9900039162","Unknown",1,"RP",11.9390566667881,0.991829887513008,"Pass",0.033418851518901,"Plate1"
"1365","S089-A21","S089","A21","9900039162","Unknown",1,"RP",11.8878431133127,0.994310673811116,"Pass",0.033418851518901,"Plate1"
"1366","S089-A22","S089","A22","9900039162","Unknown",1,"RP",11.9178808606087,1,"Pass",0.033418851518901,"Plate1"
"1367","S089-A23","S089","A23","9900039162","Unknown",1,"RP",11.9835770334785,0.999547845669118,"Pass",0.033418851518901,"Plate1"
"1368","S089-A24","S089","A24","9900039162","Unknown",1,"RP",11.9558670724495,1,"Pass",0.033418851518901,"Plate1"
"1369","S103-A01","S103","A01","9900039275","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1370","S103-A02","S103","A02","9900039275","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1371","S103-A03","S103","A03","9900039275","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1372","S103-A04","S103","A04","9900039275","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1373","S103-A05","S103","A05","9900039275","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1374","S103-A06","S103","A06","9900039275","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1375","S103-A07","S103","A07","9900039275","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1376","S103-A08","S103","A08","9900039275","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1377","S103-A09","S103","A09","9900039275","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1378","S103-A10","S103","A10","9900039275","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1379","S103-A11","S103","A11","9900039275","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1380","S103-A12","S103","A12","9900039275","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1381","S103-A13","S103","A13","9900039275","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1382","S103-A14","S103","A14","9900039275","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1383","S103-A15","S103","A15","9900039275","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1384","S103-A16","S103","A16","9900039275","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1385","S103-A17","S103","A17","9900039275","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1386","S103-A18","S103","A18","9900039275","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1387","S103-A19","S103","A19","9900039275","Unknown",1,"RP",11.4377212417746,0.966629052924427,"Pass",0.033418851518901,"Plate2"
"1388","S103-A20","S103","A20","9900039275","Unknown",1,"RP",11.1641298833061,0.938575082502084,"Pass",0.033418851518901,"Plate2"
"1389","S103-A21","S103","A21","9900039275","Unknown",1,"RP",11.4037374140981,0.955368192561415,"Pass",0.033418851518901,"Plate2"
"1390","S103-A22","S103","A22","9900039275","Unknown",1,"RP",11.3710059976038,0.96056699875515,"Pass",0.033418851518901,"Plate2"
"1391","S103-A23","S103","A23","9900039275","Unknown",1,"RP",11.0619640231888,0.926881044600448,"Pass",0.033418851518901,"Plate2"
"1392","S103-A24","S103","A24","9900039275","Unknown",1,"RP",11.2983373050336,0.952619431236904,"Pass",0.033418851518901,"Plate2"
"1393","S104-A01","S104","A01","9900039347","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1394","S104-A02","S104","A02","9900039347","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1395","S104-A03","S104","A03","9900039347","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1396","S104-A04","S104","A04","9900039347","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1397","S104-A05","S104","A05","9900039347","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1398","S104-A06","S104","A06","9900039347","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1399","S104-A07","S104","A07","9900039347","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1400","S104-A08","S104","A08","9900039347","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1401","S104-A09","S104","A09","9900039347","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1402","S104-A10","S104","A10","9900039347","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1403","S104-A11","S104","A11","9900039347","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1404","S104-A12","S104","A12","9900039347","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1405","S104-A13","S104","A13","9900039347","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1406","S104-A14","S104","A14","9900039347","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1407","S104-A15","S104","A15","9900039347","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1408","S104-A16","S104","A16","9900039347","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1409","S104-A17","S104","A17","9900039347","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1410","S104-A18","S104","A18","9900039347","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1411","S104-A19","S104","A19","9900039347","Unknown",1,"RP",12.5879769219013,0.962970531120407,"Pass",0.033418851518901,"Plate2"
"1412","S104-A20","S104","A20","9900039347","Unknown",1,"RP",12.4035759176199,0.937150151513992,"Pass",0.033418851518901,"Plate2"
"1413","S104-A21","S104","A21","9900039347","Unknown",1,"RP",12.5439641904956,0.951132723195921,"Pass",0.033418851518901,"Plate2"
"1414","S104-A22","S104","A22","9900039347","Unknown",1,"RP",12.4626333283409,0.944625297003914,"Pass",0.033418851518901,"Plate2"
"1415","S104-A23","S104","A23","9900039347","Unknown",1,"RP",12.3311346302897,0.930317207674988,"Pass",0.033418851518901,"Plate2"
"1416","S104-A24","S104","A24","9900039347","Unknown",1,"RP",12.455218480282,0.945124356565042,"Pass",0.033418851518901,"Plate2"
"1417","S105-A01","S105","A01","9900039154","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1418","S105-A02","S105","A02","9900039154","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1419","S105-A03","S105","A03","9900039154","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1420","S105-A04","S105","A04","9900039154","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1421","S105-A05","S105","A05","9900039154","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1422","S105-A06","S105","A06","9900039154","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1423","S105-A07","S105","A07","9900039154","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1424","S105-A08","S105","A08","9900039154","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1425","S105-A09","S105","A09","9900039154","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1426","S105-A10","S105","A10","9900039154","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1427","S105-A11","S105","A11","9900039154","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1428","S105-A12","S105","A12","9900039154","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1429","S105-A13","S105","A13","9900039154","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1430","S105-A14","S105","A14","9900039154","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1431","S105-A15","S105","A15","9900039154","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1432","S105-A16","S105","A16","9900039154","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1433","S105-A17","S105","A17","9900039154","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1434","S105-A18","S105","A18","9900039154","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1435","S105-A19","S105","A19","9900039154","Unknown",1,"RP",14.2430590170271,0.902751766611235,"Pass",0.033418851518901,"Plate2"
"1436","S105-A20","S105","A20","9900039154","Unknown",1,"RP",14.097597778595,0.884999101332704,"Pass",0.033418851518901,"Plate2"
"1437","S105-A21","S105","A21","9900039154","Unknown",1,"RP",14.2711151653561,0.905628969140045,"Pass",0.033418851518901,"Plate2"
"1438","S105-A22","S105","A22","9900039154","Unknown",1,"RP",14.1663575035757,0.896312500056939,"Pass",0.033418851518901,"Plate2"
"1439","S105-A23","S105","A23","9900039154","Unknown",1,"RP",14.065500566679,0.879724596737685,"Pass",0.033418851518901,"Plate2"
"1440","S105-A24","S105","A24","9900039154","Unknown",1,"RP",14.1585536025637,0.899976459368912,"Pass",0.033418851518901,"Plate2"
"1441","S106-A01","S106","A01","9900039348","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1442","S106-A02","S106","A02","9900039348","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1443","S106-A03","S106","A03","9900039348","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1444","S106-A04","S106","A04","9900039348","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1445","S106-A05","S106","A05","9900039348","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1446","S106-A06","S106","A06","9900039348","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1447","S106-A07","S106","A07","9900039348","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1448","S106-A08","S106","A08","9900039348","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1449","S106-A09","S106","A09","9900039348","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
"1450","S106-A10","S106","A10","9900039348","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1451","S106-A11","S106","A11","9900039348","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1452","S106-A12","S106","A12","9900039348","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1453","S106-A13","S106","A13","9900039348","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1454","S106-A14","S106","A14","9900039348","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1455","S106-A15","S106","A15","9900039348","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1456","S106-A16","S106","A16","9900039348","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1457","S106-A17","S106","A17","9900039348","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1458","S106-A18","S106","A18","9900039348","Unknown",1,"N2",999,0,"Flag",0.033418851518901,"Plate2"
"1459","S106-A19","S106","A19","9900039348","Unknown",1,"RP",10.3407261344929,0.917667469701152,"Pass",0.033418851518901,"Plate2"
"1460","S106-A20","S106","A20","9900039348","Unknown",1,"RP",10.1916862013409,0.902192400797572,"Pass",0.033418851518901,"Plate2"
"1461","S106-A21","S106","A21","9900039348","Unknown",1,"RP",10.3198247672396,0.909445345725519,"Pass",0.033418851518901,"Plate2"
"1462","S106-A22","S106","A22","9900039348","Unknown",1,"RP",10.3261156555873,0.920111502916477,"Pass",0.033418851518901,"Plate2"
"1463","S106-A23","S106","A23","9900039348","Unknown",1,"RP",10.0674843979823,0.884881482810564,"Pass",0.033418851518901,"Plate2"
"1464","S106-A24","S106","A24","9900039348","Unknown",1,"RP",10.3199416096205,0.919446971879508,"Pass",0.033418851518901,"Plate2"
"1465","S107-A01","S107","A01","9900039290","Unknown",1,"N1",999,0,"Flag",0.033418851518901,"Plate2"
